startIp,endIp,ipVersion,company,abuser_score,domain,type,rir,netname,abuseName,abuseAddress,abuseEmail,abusePhone
1.21.19.0,1.21.19.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.20.0,1.21.20.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.21.0,1.21.21.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.22.0,1.21.22.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.23.0,1.21.23.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.24.0,1.21.24.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,ROCKHAMPTONCC-AU,,,,
1.21.25.0,1.21.25.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,ROCKHAMPTONCC-AU,,,,
1.21.26.0,1.21.26.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,ROCKHAMPTONCC-AU,,,,
1.21.27.0,1.21.27.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,ROCKHAMPTONCC-AU,,,,
1.21.28.0,1.21.28.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,HNS-IPv6-Block-2401-4800-9712-48,,,,
1.21.29.0,1.21.29.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,HNS-IPv6-Block-2401-4800-9712-48,,,,
1.21.30.0,1.21.30.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,HNS-IPv6-Block-2401-4800-9712-48,,,,
1.21.31.0,1.21.31.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,DEEPIDC-HK,,,,
1.21.32.0,1.21.32.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.33.0,1.21.33.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.34.0,1.21.34.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.35.0,1.21.35.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.36.0,1.21.36.255,4,SAGENET-GOODMAN MANUFACTURING,0 (Very Low),att.com,business,ARIN,TKMITAC46092,,,,
1.21.37.0,1.21.37.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.38.0,1.21.38.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.39.0,1.21.39.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.42.0,1.21.42.255,4,Consul Network,0 (Very Low),megafon.ru,business,RIPE,QuEST,TI NOC,"PJSC MegaFon, Moscow, Russia, 127006, Oruzhejnyj pereulok, 41",abuse-mailbox@megafon.ru,+7 495 980 2800
1.21.43.0,1.21.43.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,QuEST,,,,
1.21.48.0,1.21.48.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,TACTIC-NET,,,,
1.21.49.0,1.21.49.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,TACTIC-NET,,,,
1.21.50.0,1.21.50.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,TACTIC-NET,,,,
1.21.51.0,1.21.51.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,TACTIC-NET,,,,
1.21.52.0,1.21.52.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,TACTIC-NET,,,,
1.21.53.0,1.21.53.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,TACTIC-NET,,,,
1.21.54.0,1.21.54.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,TACTIC-NET,,,,
1.21.55.0,1.21.55.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,TACTIC-NET,,,,
1.21.56.0,1.21.56.255,4,New Generation Technology(GZ) Ltd.,0 (Very Low),gzidc.com,hosting,APNIC,HNS-IPv6-Block-2401-4800-e448-48,Peter Liu,"17/FL,International Bank Center,191# DongFengXi Rd. Guang Zhou,China",ipas@cnnic.cn,+86-20-81351813
1.21.60.0,1.21.60.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.61.0,1.21.61.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.62.0,1.21.62.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.63.0,1.21.63.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.64.0,1.21.64.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,YUHUAN-INFOMATION-NET,,,,
1.21.65.0,1.21.65.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,YUHUAN-INFOMATION-NET,,,,
1.21.66.0,1.21.66.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.67.0,1.21.67.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,TK020223010H,,,,
1.21.68.0,1.21.68.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.69.0,1.21.69.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.70.0,1.21.70.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,ZOL-CUST-e23d,,,,
1.21.71.0,1.21.71.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,YUHUAN-INFOMATION-NET,,,,
1.21.72.0,1.21.72.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.73.0,1.21.73.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.74.0,1.21.74.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,JIAMUSI-LIWEI-PERSONAL-USER,,,,
1.21.75.0,1.21.75.255,4,"GMO Internet,Inc.",0 (Very Low),gmo.jp,hosting,JPNIC,YUHANG-FANGDICHAN-XIEHUI,,,,
1.21.76.0,1.21.76.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,QuEST,,,,
1.21.77.0,1.21.77.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,QuEST,,,,
1.21.78.0,1.21.78.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,QuEST,,,,
1.21.79.0,1.21.79.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,QuEST,,,,
1.21.80.0,1.21.80.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,QuEST,,,,
1.21.81.0,1.21.81.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,QuEST,,,,
1.21.82.0,1.21.82.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,QuEST,,,,
1.21.83.0,1.21.83.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,QuEST,,,,
1.21.84.0,1.21.84.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,QuEST,,,,
1.21.85.0,1.21.85.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,QuEST,,,,
1.21.86.0,1.21.86.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,QuEST,,,,
1.21.87.0,1.21.87.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,QuEST,,,,
1.21.88.0,1.21.88.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,QuEST,,,,
1.21.89.0,1.21.89.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,QuEST,,,,
1.21.90.0,1.21.90.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,QuEST,,,,
1.21.91.0,1.21.91.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,QuEST,,,,
1.21.94.0,1.21.94.255,4,"GMO Internet,Inc.",0 (Very Low),gmo.jp,hosting,JPNIC,YUHANG-FANGDICHAN-XIEHUI,,,,
1.21.95.0,1.21.95.255,4,"GMO Internet,Inc.",0 (Very Low),gmo.jp,hosting,JPNIC,YUHANG-FANGDICHAN-XIEHUI,,,,
1.21.96.0,1.21.111.255,4,FAMILYNET JAPAN CORPORATION,0 (Very Low),fnj.co.jp,isp,JPNIC,hanfa-electric,,,,
1.21.112.0,1.21.112.255,4,"GMO Internet,Inc.",0 (Very Low),gmo.jp,hosting,JPNIC,YUHANG-FANGDICHAN-XIEHUI,,,,
1.21.112.0,1.21.127.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,DJBYG,,,,
1.21.113.0,1.21.113.255,4,"GMO Internet,Inc.",0 (Very Low),gmo.jp,hosting,JPNIC,YUHANG-FANGDICHAN-XIEHUI,,,,
1.21.114.0,1.21.114.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,TACTIC-NET,,,,
1.21.115.0,1.21.115.255,4,ARTERIA Networks Corporation,0.0039 (Low),arteria-net.com,isp,JPNIC,TACTIC-NET,,,,
1.21.116.0,1.21.116.255,4,ARTERIA Networks Corporation,0.0039 (Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.117.0,1.21.117.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.118.0,1.21.118.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,TACTIC-NET,,,,
1.21.119.0,1.21.119.255,4,ARTERIA Networks Corporation,0.0039 (Low),arteria-net.com,isp,JPNIC,TACTIC-NET,,,,
1.21.120.0,1.21.120.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,TACTIC-NET,,,,
1.21.121.0,1.21.121.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,TACTIC-NET,,,,
1.21.122.0,1.21.122.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.123.0,1.21.123.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,SDPTC-COM,,,,
1.21.124.0,1.21.124.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,SDPTC-COM,,,,
1.21.125.0,1.21.125.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,SDPTC-COM,,,,
1.21.126.0,1.21.126.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.127.0,1.21.127.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.128.0,1.21.143.255,4,FAMILYNET JAPAN CORPORATION,0 (Very Low),fnj.co.jp,isp,JPNIC,hanfa-electric,,,,
1.21.144.0,1.21.223.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,DJBYG,,,,
1.21.144.0,1.21.144.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.145.0,1.21.145.255,4,ARTERIA Networks Corporation,0.0039 (Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.146.0,1.21.146.255,4,ARTERIA Networks Corporation,0.0039 (Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.147.0,1.21.147.255,4,ARTERIA Networks Corporation,0.0078 (Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.148.0,1.21.148.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.149.0,1.21.149.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.150.0,1.21.150.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.151.0,1.21.151.255,4,ARTERIA Networks Corporation,0.0078 (Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.152.0,1.21.152.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,QuEST,,,,
1.21.153.0,1.21.153.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,QuEST,,,,
1.21.154.0,1.21.154.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,QuEST,,,,
1.21.155.0,1.21.155.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,QuEST,,,,
1.21.156.0,1.21.156.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,QuEST,,,,
1.21.157.0,1.21.157.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,QuEST,,,,
1.21.158.0,1.21.158.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,SDPTC-COM,,,,
1.21.159.0,1.21.159.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,SDPTC-COM,,,,
1.21.160.0,1.21.160.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,ROCKHAMPTONCC-AU,,,,
1.21.161.0,1.21.161.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,ROCKHAMPTONCC-AU,,,,
1.21.162.0,1.21.162.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,SDPTC-COM,,,,
1.21.163.0,1.21.163.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,SDPTC-COM,,,,
1.21.164.0,1.21.164.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,SDPTC-COM,,,,
1.21.165.0,1.21.165.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,SDPTC-COM,,,,
1.21.166.0,1.21.166.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,SDPTC-COM,,,,
1.21.167.0,1.21.167.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,ZOL-CUST-e23d,,,,
1.21.168.0,1.21.168.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.169.0,1.21.169.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.170.0,1.21.170.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.171.0,1.21.171.255,4,ARTERIA Networks Corporation,0.0039 (Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.172.0,1.21.172.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.173.0,1.21.173.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.174.0,1.21.174.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.175.0,1.21.175.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.176.0,1.21.176.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,JIAMUSI-LIWEI-PERSONAL-USER,,,,
1.21.177.0,1.21.177.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,JIAMUSI-LIWEI-PERSONAL-USER,,,,
1.21.178.0,1.21.178.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,JIAMUSI-LIWEI-PERSONAL-USER,,,,
1.21.179.0,1.21.179.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,JIAMUSI-LIWEI-PERSONAL-USER,,,,
1.21.180.0,1.21.180.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.181.0,1.21.181.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.182.0,1.21.182.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.183.0,1.21.183.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.184.0,1.21.184.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,ROCKHAMPTONCC-AU,,,,
1.21.185.0,1.21.185.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,ROCKHAMPTONCC-AU,,,,
1.21.186.0,1.21.186.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,SDPTC-COM,,,,
1.21.187.0,1.21.187.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,SDPTC-COM,,,,
1.21.188.0,1.21.188.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,SDPTC-COM,,,,
1.21.189.0,1.21.189.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,SDPTC-COM,,,,
1.21.190.0,1.21.190.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,SDPTC-COM,,,,
1.21.191.0,1.21.191.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,JIAMUSI-LIWEI-PERSONAL-USER,,,,
1.21.192.0,1.21.192.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,JIAMUSI-LIWEI-PERSONAL-USER,,,,
1.21.193.0,1.21.193.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,JIAMUSI-LIWEI-PERSONAL-USER,,,,
1.21.194.0,1.21.194.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,JIAMUSI-LIWEI-PERSONAL-USER,,,,
1.21.195.0,1.21.195.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,JIAMUSI-LIWEI-PERSONAL-USER,,,,
1.21.196.0,1.21.196.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,HNS-IPv6-Block-2401-4800-9712-48,,,,
1.21.197.0,1.21.197.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,HNS-IPv6-Block-2401-4800-9712-48,,,,
1.21.198.0,1.21.198.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,HNS-IPv6-Block-2401-4800-9712-48,,,,
1.21.199.0,1.21.199.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,HNS-IPv6-Block-2401-4800-9712-48,,,,
1.21.200.0,1.21.200.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.201.0,1.21.201.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.202.0,1.21.202.255,4,ARTERIA Networks Corporation,0.0078 (Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.203.0,1.21.203.255,4,ARTERIA Networks Corporation,0.0078 (Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.204.0,1.21.204.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.205.0,1.21.205.255,4,ARTERIA Networks Corporation,0 (Very Low),arteria-net.com,isp,JPNIC,SDPTC-COM,,,,
1.21.208.0,1.21.208.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,SDPTC-COM,,,,
1.21.209.0,1.21.209.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,SDPTC-COM,,,,
1.21.210.0,1.21.210.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,SDPTC-COM,,,,
1.21.211.0,1.21.211.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,SDPTC-COM,,,,
1.21.212.0,1.21.212.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,SDPTC-COM,,,,
1.21.213.0,1.21.213.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,SDPTC-COM,,,,
1.21.214.0,1.21.214.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,SDPTC-COM,,,,
1.21.215.0,1.21.215.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,SDPTC-COM,,,,
1.21.216.0,1.21.216.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,SDPTC-COM,,,,
1.21.217.0,1.21.217.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,SDPTC-COM,,,,
1.21.218.0,1.21.218.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,QuEST,,,,
1.21.219.0,1.21.219.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,QuEST,,,,
1.21.220.0,1.21.220.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,QuEST,,,,
1.21.221.0,1.21.221.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,QuEST,,,,
1.21.222.0,1.21.222.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,QuEST,,,,
1.21.223.0,1.21.223.255,4,Marubeni Access Solutions Inc.,0 (Very Low),marubeni-access.co.jp,isp,JPNIC,QuEST,,,,
1.21.224.0,1.21.255.254,4,BYTEPLUS,0 (Very Low),byteplus.com,hosting,APNIC,DSL-65-95-197-0-1604329338,ABUSE BYTEPLUSSG,"1 Raffles Quay, # 26-10, South Tower, Singapore Singapore 048583",bd_abuse@bytedance.com,+000000000
1.21.224.0,1.21.255.255,4,Lolo Company AB,0 (Very Low),lolo.company,hosting,RIPE,DSL-65-95-197-0-1604329338,Isac Jinton,"Lolo Company AB, Lindetorpsvagen 25, SE-121 63 Johanneshov, Sweden",abuse@lolo.company,+46 724 490 675
1.22.0.0,1.23.255.255,4,Gigantic Infotel Pvt Ltd,0.0035 (Low),gtel.in,isp,APNIC,SSLIMSPT-AU-NT,Manger Noc,"507, 5th Floor Plot No C-1/3 Laxmi Tower, Nani Wala Bagh Complex Azadpur",amit@gtel.in,+91 8860606963
1.22.156.192,1.22.156.255,4,FTIP007656507 IP MASTER,0 (Very Low),bt.com,business,RIPE,SINGTEL-FIBRE-121-6-174-0,IP MASTER TEAM,"pp HWG298, Virtual Postbox (HOM-NX), PO Box 400, London, N18 1XU, UK",protect@bt.com,+448000850223
1.24.0.0,1.31.255.255,4,NIXI,0.001 (Low),khatoreitsolutions.com,business,APNIC,RKSNT-1IP-5773,NIXI,"6C,6D,6E Hansalaya Building, 15, Barakhamba Road, India",airwireinfocom@gmail.com,+91-11-48202030
1.32.0.0,1.32.15.255,4,Distributel Communications Limited,0.001 (Low),distributel.ca,isp,ARIN,YONGKANG-ALIBABA-OFFICE,Distributel Communications Limited,"801 - 3300 Bloor St West, Toronto, ON, M8X 2X2, CA",abuse@distributel.ca,+1-613-778-8808
1.32.0.0,1.32.127.255,4,Golden Telecom,0 (Very Low),beeline.ru,isp,RIPE,EGONZAGA-PH,Teleross NOC,"111250  Russia Moscow, Krasnokazarmennaja, 12",abuse-b2b@beeline.ru,
1.32.16.0,1.32.19.255,4,Distributel Communications Limited,0.0039 (Low),distributel.ca,isp,ARIN,YONGKANG-ALIBABA-OFFICE,Distributel Communications Limited,"801 - 3300 Bloor St West, Toronto, ON, M8X 2X2, CA",abuse@distributel.ca,+1-613-778-8808
1.32.20.0,1.32.23.255,4,Distributel Communications Limited,0.002 (Low),distributel.ca,isp,ARIN,YONGKANG-ALIBABA-OFFICE,Distributel Communications Limited,"801 - 3300 Bloor St West, Toronto, ON, M8X 2X2, CA",abuse@distributel.ca,+1-613-778-8808
1.32.24.0,1.32.31.255,4,Distributel Communications Limited,0.0024 (Low),distributel.ca,isp,ARIN,YONGKANG-ALIBABA-OFFICE,Distributel Communications Limited,"801 - 3300 Bloor St West, Toronto, ON, M8X 2X2, CA",abuse@distributel.ca,+1-613-778-8808
1.32.32.0,1.32.33.255,4,Distributel Communications Limited,0 (Very Low),distributel.ca,isp,ARIN,SDCSB-MY,Distributel Communications Limited,"801 - 3300 Bloor St West, Toronto, ON, M8X 2X2, CA",abuse@distributel.ca,+1-613-778-8808
1.32.34.0,1.32.34.255,4,Distributel Communications Limited,0 (Very Low),distributel.ca,isp,ARIN,SDCSB-MY,Distributel Communications Limited,"801 - 3300 Bloor St West, Toronto, ON, M8X 2X2, CA",abuse@distributel.ca,+1-613-778-8808
